,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price
103,0.6000000000000001,0.869109947643979,12,1,0,1,2,2,0.3673469387755106,0.5582089552238805,0.6495726495726499,0.15833333333333366,0.6404189294026377,4,3,0.45283018867924524,5,21,20,0.125,23,12,0.16666666666666669,0.23684210526315785,18399
104,0.4,0.5026178010471205,13,1,0,0,3,2,0.620991253644315,0.6805970149253731,0.6923076923076925,0.7416666666666667,0.5942591155934833,1,2,0.22264150943396227,5,22,17,0.08750000000000002,57,10,0.16666666666666669,0.21052631578947367,11900
108,0.4,0.5026178010471205,13,1,0,0,3,2,0.620991253644315,0.6805970149253731,0.6923076923076925,0.7416666666666667,0.6155934833204033,1,2,0.22264150943396227,5,22,1,0.08750000000000002,56,10,0.16666666666666669,0.21052631578947367,15580
112,0.4,0.5026178010471205,13,1,0,0,3,2,0.620991253644315,0.6805970149253731,0.6923076923076925,0.7416666666666667,0.6155934833204033,1,2,0.22264150943396227,5,22,17,0.08750000000000002,57,10,0.16666666666666669,0.21052631578947367,16630
114,0.4,0.5026178010471205,13,1,1,0,3,2,0.6239067055393588,0.6805970149253731,0.6837606837606831,0.6833333333333331,0.6369278510473235,1,2,0.27547169811320754,5,29,18,0.0,16,17,0.1388888888888889,0.21052631578947367,18150
115,0.6000000000000001,0.28272251308900526,14,1,0,1,2,1,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.24999999999999956,0.16679596586501166,2,2,0.10943396226415092,1,4,19,0.15000000000000002,41,16,0.6666666666666665,0.6578947368421053,5572
116,0.6000000000000001,0.28272251308900526,14,1,1,1,2,1,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.24999999999999956,0.24825446082234293,2,2,0.139622641509434,6,7,23,0.03749999999999998,2,16,0.3055555555555555,0.368421052631579,7957
117,0.6000000000000001,0.4659685863874346,14,1,0,0,2,1,0.20699708454810528,0.2417910447761198,0.29914529914529897,0.23333333333333384,0.18580294802172226,2,2,0.10943396226415092,1,4,19,0.15000000000000002,41,16,0.49999999999999994,0.5789473684210527,6229
118,0.6000000000000001,0.4659685863874346,14,1,0,0,3,1,0.20699708454810528,0.39104477611940336,0.29914529914529897,0.24999999999999956,0.1943366951124903,2,2,0.10943396226415092,1,4,19,0.15000000000000002,41,16,0.49999999999999994,0.5789473684210527,6692
119,0.6000000000000001,0.4659685863874346,14,1,0,0,3,1,0.20699708454810528,0.39104477611940336,0.29914529914529897,0.24999999999999956,0.2726920093095423,2,2,0.139622641509434,1,4,19,0.15000000000000002,41,16,0.49999999999999994,0.5789473684210527,7609
120,0.2,0.04712041884816753,14,1,0,0,4,1,0.4868804664723032,0.5,0.3675213675213671,0.9999999999999996,0.40612878200155156,2,2,0.23018867924528302,1,19,26,0.09375,52,10,0.3055555555555555,0.368421052631579,8921
121,1.0,0.2975725844835793,14,1,1,1,2,2,0.2711370262390673,0.4791044776119402,0.5128205128205119,0.20000000000000062,0.5159038013964314,2,2,0.3584905660377358,6,27,33,0.0,18,10,0.16666666666666669,0.21052631578947367,12764
122,1.0,0.6335078534031413,15,1,0,1,2,2,0.23032069970845503,0.41492537313432853,0.6837606837606831,0.20000000000000062,0.5003878975950349,2,2,0.33962264150943394,5,37,13,0.15625,17,16,0.16666666666666669,0.2894736842105263,22018
123,1.0,0.2975725844835793,15,1,0,1,1,2,0.08454810495626841,0.41492537313432853,0.40170940170940117,0.3166666666666669,0.49185415050426684,3,3,0.5018867924528303,5,33,8,0.15625,31,19,0.1111111111111111,0.23684210526315785,32528
124,1.0,0.2975725844835793,15,1,0,1,1,2,0.08454810495626841,0.41492537313432853,0.40170940170940117,0.3166666666666669,0.49185415050426684,3,3,0.5018867924528303,5,33,8,0.15625,31,19,0.1111111111111111,0.23684210526315785,34028
126,0.4,0.2975725844835793,16,1,0,0,4,1,0.27696793002915454,0.6029850746268659,0.5299145299145298,0.6166666666666667,0.42319627618308764,2,2,0.2679245283018868,5,22,34,0.10624999999999996,58,22,0.27777777777777773,0.39473684210526316,9295
127,0.8,0.2975725844835793,16,1,0,1,2,1,0.27696793002915454,0.5328358208955226,0.5384615384615374,0.2250000000000001,0.3770364623739333,2,2,0.2679245283018868,5,22,34,0.10624999999999996,58,22,0.27777777777777773,0.39473684210526316,9895
128,1.0,0.44502617801047123,17,1,0,1,2,1,0.36443148688046634,0.6791044776119404,0.5299145299145298,0.6916666666666669,0.45384018619084565,2,2,0.22641509433962265,5,25,10,0.14437500000000003,4,13,0.22222222222222215,0.3157894736842105,11850
129,0.8,0.20418848167539266,17,1,0,0,3,1,0.36443148688046634,0.6791044776119404,0.5299145299145298,0.6916666666666669,0.46819239720713735,2,2,0.22641509433962265,5,25,10,0.14375000000000004,4,13,0.22222222222222215,0.3157894736842105,12170
130,1.0,0.44502617801047123,17,1,0,1,2,1,0.36443148688046634,0.6791044776119404,0.5299145299145298,0.6916666666666669,0.47284716834755613,2,2,0.22641509433962265,5,0,0,0.14375000000000004,4,13,0.22222222222222215,0.3157894736842105,15040
131,0.8,0.20418848167539266,17,1,0,0,3,1,0.36443148688046634,0.6791044776119404,0.5299145299145298,0.6916666666666669,0.4926299456943366,2,2,0.22641509433962265,5,25,10,0.14375000000000004,4,13,0.22222222222222215,0.3157894736842105,15510
132,1.0,0.44502617801047123,17,1,1,1,2,1,0.36443148688046634,0.6791044776119404,0.5299145299145298,0.6916666666666669,0.5120248254460822,0,2,0.22641509433962265,5,25,10,0.125,23,16,0.16666666666666669,0.26315789473684204,18150
133,0.8,0.20418848167539266,17,1,1,0,3,1,0.36443148688046634,0.6791044776119404,0.5299145299145298,0.6916666666666669,0.5271528316524436,0,2,0.22641509433962265,5,25,10,0.125,23,16,0.16666666666666669,0.26315789473684204,18620
134,0.8,0.09424083769633507,18,1,0,1,2,1,0.20699708454810528,0.23582089552238816,0.2649572649572649,0.4916666666666667,0.2179984484096199,3,2,0.1358490566037736,1,30,2,0.125,42,9,0.49999999999999994,0.5263157894736842,5118
135,0.8,0.09424083769633507,18,1,0,1,2,1,0.20699708454810528,0.25074626865671634,0.28205128205128194,0.4916666666666667,0.24515128006206366,3,2,0.17735849056603775,1,30,3,0.10624999999999996,45,4,0.3611111111111111,0.39473684210526316,7053
137,0.4,0.19371727748691098,18,1,0,0,3,1,0.3090379008746358,0.4611940298507462,0.4358974358974361,0.39166666666666705,0.25484871993793634,3,2,0.17735849056603775,1,30,3,0.15625,48,8,0.5277777777777777,0.5526315789473684,7126
138,0.4,0.19371727748691098,18,1,0,0,3,1,0.3090379008746358,0.4611940298507462,0.4358974358974361,0.39166666666666705,0.2723041117145074,3,2,0.17735849056603775,1,30,3,0.15625,48,4,0.4166666666666666,0.4473684210526315,7775
139,0.4,0.19371727748691098,18,1,0,0,3,1,0.3090379008746358,0.4611940298507462,0.4358974358974361,0.39166666666666705,0.33048875096974395,3,2,0.17735849056603775,5,30,3,0.125,55,12,0.3611111111111111,0.42105263157894735,9960
140,0.4,0.19371727748691098,18,1,0,0,3,0,0.3032069970845481,0.4611940298507462,0.4358974358974361,0.5416666666666665,0.3479441427463149,3,2,0.17735849056603775,1,30,3,0.125,48,8,0.3055555555555555,0.23684210526315785,9233
141,0.4,0.19371727748691098,18,1,1,0,3,0,0.3032069970845481,0.4611940298507462,0.4358974358974361,0.5416666666666665,0.39643134212567877,3,2,0.17735849056603775,5,30,3,0.04375000000000001,5,8,0.3055555555555555,0.3421052631578947,11259
142,0.4,0.12565445026178013,18,1,0,0,4,1,0.3032069970845481,0.4835820895522387,0.4358974358974361,0.4333333333333331,0.3110938712179985,3,2,0.17735849056603775,1,30,3,0.125,48,8,0.4166666666666666,0.42105263157894735,7463
143,0.4,0.12565445026178013,18,1,0,0,4,1,0.3032069970845481,0.4835820895522387,0.4358974358974361,0.4333333333333331,0.37509697439875866,3,2,0.17735849056603775,5,30,3,0.125,55,12,0.3333333333333333,0.39473684210526316,10198
144,0.4,0.10471204188481675,18,1,0,0,4,0,0.30029154518950474,0.4850746268656714,0.4358974358974361,0.5916666666666663,0.36152055857253684,3,2,0.17735849056603775,1,30,3,0.125,48,8,0.27777777777777773,0.3421052631578947,8013
146,0.6000000000000001,0.11518324607329844,19,1,0,1,2,1,0.26530612244897966,0.26268656716417915,0.28205128205128194,0.5583333333333331,0.19278510473235067,2,2,0.11698113207547167,1,8,9,0.125,39,8,0.6111111111111112,0.6052631578947367,5348
147,0.6000000000000001,0.11518324607329844,19,1,0,1,2,1,0.26530612244897966,0.26268656716417915,0.28205128205128194,0.5583333333333331,0.21411947245927077,2,2,0.11698113207547167,1,8,9,0.125,39,8,0.49999999999999994,0.5789473684210527,6338
148,0.6000000000000001,0.04712041884816753,19,1,0,0,2,1,0.26530612244897966,0.26268656716417915,0.28205128205128194,0.5583333333333331,0.20442203258339797,2,2,0.11698113207547167,1,8,9,0.125,39,8,0.49999999999999994,0.5789473684210527,6488
149,0.4,0.06282722513089006,19,1,0,0,4,1,0.26530612244897966,0.4268656716417909,0.28205128205128194,0.9416666666666669,0.30721489526764933,2,2,0.11698113207547167,1,8,9,0.125,39,8,0.49999999999999994,0.5526315789473684,6918
150,0.4,0.08376963350785338,19,1,0,0,4,0,0.26530612244897966,0.4268656716417909,0.28205128205128194,0.9416666666666669,0.3110938712179985,2,2,0.11698113207547167,1,8,9,0.125,39,8,0.3888888888888889,0.42105263157894735,7898
151,0.4,0.13612565445026176,19,1,0,0,4,0,0.26530612244897966,0.4268656716417909,0.28205128205128194,0.9416666666666669,0.6291698991466252,2,2,0.11698113207547167,1,8,9,0.125,39,8,0.3888888888888889,0.42105263157894735,8778
152,0.4,0.13612565445026176,19,1,0,0,3,1,0.26530612244897966,0.37611940298507474,0.35042735042735096,0.4333333333333331,0.2300232738557021,2,2,0.139622641509434,1,13,9,0.125,43,8,0.47222222222222215,0.5526315789473684,6938
153,0.4,0.13612565445026176,19,1,0,0,2,1,0.26530612244897966,0.37611940298507474,0.35042735042735096,0.4166666666666665,0.24088440651667964,2,2,0.139622641509434,1,13,9,0.125,43,8,0.47222222222222215,0.5526315789473684,7198
154,0.4,0.13612565445026176,19,0,0,0,3,1,0.26530612244897966,0.37611940298507474,0.35042735042735096,0.4333333333333331,0.3052754072924748,2,2,0.1849056603773585,3,15,22,0.96875,36,5,0.5833333333333333,0.5263157894736842,7898
156,0.4,0.13612565445026176,19,1,0,0,3,1,0.26530612244897966,0.37611940298507474,0.35042735042735096,0.4333333333333331,0.23506594259115587,2,2,0.139622641509434,1,13,9,0.125,43,8,0.6944444444444444,0.8157894736842104,7738
157,0.4,0.13612565445026176,19,1,0,0,2,1,0.26530612244897966,0.37611940298507474,0.35042735042735096,0.4166666666666665,0.24592707525213342,2,2,0.139622641509434,1,13,9,0.125,43,8,0.4166666666666666,0.4736842105263157,8358
158,0.4,0.13612565445026176,19,1,0,0,3,1,0.26530612244897966,0.37611940298507474,0.35042735042735096,0.4166666666666665,0.2529092319627618,2,2,0.139622641509434,1,13,9,0.125,43,8,0.4166666666666666,0.4736842105263157,9258
159,0.6000000000000001,0.5392670157068062,19,1,0,1,3,2,0.23032069970845503,0.4119402985074627,0.316239316239316,0.3999999999999999,0.26415826221877425,2,2,0.139622641509434,1,13,9,0.125,43,8,0.44444444444444436,0.4736842105263157,8058
160,0.6000000000000001,0.5392670157068062,19,1,0,1,2,2,0.23032069970845503,0.4119402985074627,0.316239316239316,0.3999999999999999,0.2777346780449961,2,2,0.139622641509434,1,13,9,0.125,43,8,0.44444444444444436,0.4736842105263157,8238
161,0.6000000000000001,0.5392670157068062,19,1,0,1,3,2,0.23032069970845503,0.4119402985074627,0.316239316239316,0.3999999999999999,0.3013964313421257,0,2,0.139622641509434,5,14,11,0.15000000000000002,6,21,0.3611111111111111,0.3421052631578947,9298
162,0.6000000000000001,0.5392670157068062,19,1,0,1,2,2,0.23032069970845503,0.4119402985074627,0.316239316239316,0.3999999999999999,0.3149728471683475,0,2,0.139622641509434,5,14,11,0.15000000000000002,6,21,0.3611111111111111,0.3421052631578947,9538
163,0.8,0.36125654450261785,19,1,0,1,1,2,0.34402332361516086,0.5238805970149252,0.45299145299145227,0.3500000000000001,0.4080682699767262,2,2,0.32075471698113206,5,30,28,0.14375000000000004,9,8,0.3055555555555555,0.368421052631579,8449
164,0.8,0.36125654450261785,19,1,0,1,1,2,0.34402332361516086,0.5238805970149252,0.45299145299145227,0.3500000000000001,0.40651667959658644,2,2,0.32075471698113206,5,30,28,0.14375000000000004,9,8,0.3055555555555555,0.368421052631579,9639
165,0.8,0.36125654450261785,19,1,0,1,2,2,0.34402332361516086,0.5238805970149252,0.45299145299145227,0.3500000000000001,0.4123351435221102,2,2,0.32075471698113206,5,30,28,0.14375000000000004,9,8,0.3055555555555555,0.368421052631579,9989
166,0.8,0.36125654450261785,19,1,0,1,1,2,0.34402332361516086,0.5238805970149252,0.45299145299145227,0.3500000000000001,0.4619860356865788,2,2,0.32075471698113206,5,30,28,0.14375000000000004,9,8,0.3055555555555555,0.368421052631579,11199
167,0.8,0.36125654450261785,19,1,0,1,2,2,0.34402332361516086,0.5238805970149252,0.45299145299145227,0.3500000000000001,0.4755624515128005,2,2,0.32075471698113206,5,30,28,0.14375000000000004,9,8,0.3055555555555555,0.368421052631579,11549
168,0.8,0.36125654450261785,19,1,0,1,0,2,0.34402332361516086,0.5238805970149252,0.45299145299145227,0.4333333333333331,0.5768037238169124,2,2,0.32075471698113206,5,30,28,0.14375000000000004,9,8,0.3055555555555555,0.368421052631579,17669
169,0.2,0.0,19,1,0,0,3,1,0.46064139941691007,0.5149253731343282,0.5299145299145298,0.5916666666666663,0.3250581846392552,2,2,0.23018867924528302,5,16,30,0.10624999999999996,54,1,0.44444444444444436,0.4736842105263157,8948
171,0.2,0.0,19,1,0,0,2,1,0.46064139941691007,0.5149253731343282,0.5299145299145298,0.5083333333333333,0.35919317300232734,2,2,0.23018867924528302,5,16,30,0.10624999999999996,54,1,0.3888888888888889,0.42105263157894735,9988
172,0.2,0.0,19,1,0,0,3,1,0.46064139941691007,0.5149253731343282,0.5299145299145298,0.5916666666666663,0.35919317300232734,2,2,0.23018867924528302,5,16,30,0.10624999999999996,54,1,0.3888888888888889,0.42105263157894735,10898
173,0.2,0.0,19,1,0,0,2,1,0.46064139941691007,0.5149253731343282,0.5299145299145298,0.5083333333333333,0.3762606671838634,2,2,0.23018867924528302,5,16,30,0.10624999999999996,54,1,0.3888888888888889,0.42105263157894735,11248
174,1.0,0.6910994764397906,19,1,0,1,2,2,0.47521865889212833,0.6328358208955223,0.632478632478632,0.3500000000000001,0.5771916214119472,0,3,0.4150943396226415,5,15,22,0.14375000000000004,24,12,0.19444444444444448,0.21052631578947367,16558
175,1.0,0.6910994764397906,19,1,0,1,2,2,0.47521865889212833,0.6328358208955223,0.632478632478632,0.3500000000000001,0.5927075252133436,0,3,0.4150943396226415,5,15,22,0.14375000000000004,24,12,0.16666666666666669,0.21052631578947367,15998
176,0.2,0.13089005235602097,19,1,0,0,3,2,0.5218658892128283,0.6970149253731344,0.5299145299145298,0.5249999999999999,0.6373157486423584,0,3,0.4150943396226415,5,15,22,0.13749999999999996,22,12,0.19444444444444448,0.21052631578947367,15690
177,0.2,0.2975725844835793,19,1,0,0,4,2,0.5218658892128283,0.6970149253731344,0.5299145299145298,0.5249999999999999,0.6450737005430567,0,3,0.3773584905660377,5,15,22,0.13749999999999996,22,12,0.16666666666666669,0.21052631578947367,15750
179,0.8,0.29842931937172773,20,1,0,1,3,1,0.31195335276967917,0.4567164179104477,0.44444444444444375,0.6583333333333337,0.2796741660201707,2,2,0.18113207547169813,5,13,24,0.125,50,13,0.3888888888888889,0.4736842105263157,7975
181,0.8,0.1518324607329843,20,1,0,0,3,1,0.31195335276967917,0.4567164179104477,0.44444444444444375,0.6583333333333337,0.28083785880527545,2,2,0.18113207547169813,5,13,24,0.125,50,13,0.3888888888888889,0.4736842105263157,8195
182,0.8,0.1518324607329843,20,1,0,0,3,1,0.31195335276967917,0.4567164179104477,0.44444444444444375,0.6583333333333337,0.3052754072924748,2,2,0.18113207547169813,5,13,24,0.125,50,13,0.3888888888888889,0.4736842105263157,8495
184,0.8,0.1518324607329843,20,1,0,0,3,1,0.31195335276967917,0.4567164179104477,0.44444444444444375,0.6583333333333337,0.3149728471683475,2,2,0.18113207547169813,5,13,24,0.1875,0,16,0.3611111111111111,0.42105263157894735,9995
185,1.0,0.2975725844835793,20,1,0,1,0,1,0.23032069970845503,0.27164179104477615,0.33333333333333304,0.6499999999999999,0.29712955779674166,2,2,0.18113207547169813,5,13,24,0.09375,53,16,0.3055555555555555,0.3421052631578947,11595
186,1.0,1.0,20,1,0,1,2,1,0.23032069970845503,0.3671641791044773,0.316239316239316,0.30000000000000027,0.2843289371605896,2,2,0.18113207547169813,5,13,24,0.09375,53,16,0.3055555555555555,0.3421052631578947,9980
187,0.4,0.2975725844835793,20,1,0,0,3,1,0.40233236151603524,0.5835820895522388,0.5641025641025639,0.6083333333333338,0.4550038789759503,2,1,0.2830188679245283,5,13,24,0.09375,4,16,0.16666666666666669,0.21052631578947367,13295
189,0.4,0.2975725844835793,20,1,0,0,4,1,0.40233236151603524,0.6268656716417911,0.5641025641025639,0.6083333333333338,0.4169899146625291,2,2,0.18113207547169813,5,13,24,0.125,52,16,0.3333333333333333,0.39473684210526316,12290
190,0.0,0.19895287958115188,21,1,0,0,3,2,0.5160349854227406,0.711940298507463,0.5897435897435894,0.7000000000000006,0.5523661753297129,2,2,0.3018867924528302,5,35,15,0.15625,7,15,0.27777777777777773,0.3157894736842105,12940
191,0.2,0.04712041884816753,21,1,0,0,4,2,0.5160349854227406,0.711940298507463,0.5897435897435894,0.8083333333333331,0.5996896819239721,2,2,0.3018867924528302,5,35,15,0.15625,7,15,0.27777777777777773,0.3157894736842105,13415
192,0.0,0.19895287958115188,21,1,0,0,3,2,0.5160349854227406,0.711940298507463,0.5897435897435894,0.7000000000000006,0.5612878200155158,2,2,0.3018867924528302,5,35,15,0.15625,7,15,0.3055555555555555,0.3157894736842105,15985
193,0.2,0.04712041884816753,21,1,0,0,4,2,0.5160349854227406,0.711940298507463,0.5897435897435894,0.8083333333333331,0.6027928626842514,2,2,0.3018867924528302,5,35,15,0.15625,7,15,0.3055555555555555,0.3157894736842105,16515
194,0.0,0.19895287958115188,21,1,1,0,3,2,0.5160349854227406,0.711940298507463,0.5897435897435894,0.7000000000000006,0.603956555469356,2,2,0.26037735849056604,5,30,15,0.03125,25,11,0.1111111111111111,0.1578947368421053,18420
195,0.2,0.04712041884816753,21,1,1,0,4,2,0.5160349854227406,0.711940298507463,0.5897435897435894,0.8083333333333331,0.6474010861132662,2,2,0.26037735849056604,5,30,15,0.03125,25,11,0.1111111111111111,0.1578947368421053,18950
196,0.2,0.15706806282722513,21,1,0,0,3,2,0.6559766763848396,0.711940298507463,0.7350427350427351,0.641666666666667,0.5678820791311094,2,2,0.3018867924528302,5,35,15,0.15625,7,15,0.27777777777777773,0.3157894736842105,16845
197,0.2,0.15706806282722513,21,1,1,0,3,2,0.6559766763848396,0.711940298507463,0.7264957264957257,0.641666666666667,0.6055081458494957,2,2,0.3018867924528302,5,35,15,0.10624999999999996,23,14,0.16666666666666669,0.23684210526315785,19045
198,0.2,0.15706806282722513,21,1,0,0,3,2,0.6559766763848396,0.711940298507463,0.7350427350427351,0.641666666666667,0.591155934833204,4,3,0.4226415094339622,5,26,7,0.11250000000000004,13,16,0.1388888888888889,0.1842105263157895,21485
200,0.2,0.15706806282722513,21,1,1,0,3,2,0.6559766763848396,0.711940298507463,0.7350427350427351,0.641666666666667,0.6105508145849496,2,2,0.3018867924528302,5,35,15,0.15625,7,15,0.16666666666666669,0.23684210526315785,22625
201,0.2,0.15706806282722513,21,1,1,0,3,2,0.6559766763848396,0.711940298507463,0.7350427350427351,0.641666666666667,0.6105508145849496,2,2,0.3018867924528302,5,35,15,0.15625,7,15,0.16666666666666669,0.23684210526315785,22625
