,Survived,Pclass,Age,SibSp,Parch,Fare,female,male,CA. 2343,1601,347082,3101295,347088,CA 2144,S.O.C. 14879,382652,LINE,PC 17757,C23 C25 C27,G6,B96 B98,C22 C26,D,F33,E101,F2,B49,E25,S,C,Q
361,0,0.5,0.35913546117114853,0.125,0.0,0.05410739813385612,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
363,0,1.0,0.4345312892686604,0.0,0.0,0.013760683560491965,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
364,0,1.0,0.36792055349407915,0.125,0.0,0.030253985132996517,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
365,0,1.0,0.37170143252073384,0.0,0.0,0.014151057562208049,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
367,1,1.0,0.36792055349407915,0.0,0.0,0.014110458666029575,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
368,1,1.0,0.36792055349407915,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
369,1,0.0,0.2963056044232219,0.0,0.0,0.13526459159462315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,0,1.0,0.22090977632571,0.125,0.0,0.012678957201736696,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
372,0,1.0,0.2334757476752953,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
373,0,0.0,0.2711736617240512,0.0,0.0,0.2647385704347907,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
374,0,1.0,0.032420206081930136,0.375,0.16666666666666666,0.04113566043083236,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
376,1,1.0,0.2711736617240512,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
378,0,1.0,0.24604171902488062,0.0,0.0,0.007831878409428937,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
379,0,1.0,0.2334757476752953,0.0,0.0,0.015175789316712771,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
382,0,1.0,0.39683337521990447,0.0,0.0,0.015468569817999833,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
383,1,0.0,0.4345312892686604,0.125,0.0,0.10149724044618187,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
384,0,1.0,0.36792055349407915,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
387,1,0.5,0.4470972606182458,0.0,0.0,0.025374310111545468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
388,0,1.0,0.36792055349407915,0.0,0.0,0.015086393670319786,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
391,1,1.0,0.2586076903744659,0.0,0.0,0.015216388212891242,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
392,0,1.0,0.34656948982156316,0.25,0.0,0.015468569817999833,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
395,0,1.0,0.2711736617240512,0.0,0.0,0.015216388212891242,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
396,0,1.0,0.38426740387031916,0.0,0.0,0.015330377421392339,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
397,0,0.5,0.5727569741140991,0.0,0.0,0.050748620223090936,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
398,0,0.5,0.2837396330736366,0.0,0.0,0.020494635090094415,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
399,1,0.5,0.34656948982156316,0.0,0.0,0.02469115560854232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
400,1,1.0,0.4847951746670017,0.0,0.0,0.015468569817999833,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
401,0,1.0,0.32143754712239253,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
402,0,1.0,0.2586076903744659,0.125,0.0,0.019177122834302632,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
403,0,1.0,0.34656948982156316,0.125,0.0,0.030937139635999665,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
404,0,1.0,0.24604171902488062,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
405,0,0.5,0.4219653179190751,0.125,0.0,0.04098927018018883,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
406,0,1.0,0.6355868308620256,0.0,0.0,0.015126992566498259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
407,1,0.5,0.032420206081930136,0.125,0.16666666666666666,0.03659756266088288,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
408,0,1.0,0.2586076903744659,0.0,0.0,0.015175789316712771,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
409,0,1.0,0.36792055349407915,0.375,0.16666666666666666,0.049707687947515,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
410,0,1.0,0.36792055349407915,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
411,0,1.0,0.36792055349407915,0.0,0.0,0.013386510079847098,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
413,0,0.5,0.36792055349407915,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
414,1,1.0,0.5476250314149284,0.0,0.0,0.015468569817999833,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
415,0,1.0,0.36792055349407915,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
416,1,0.5,0.4219653179190751,0.125,0.16666666666666666,0.06343577527886367,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
417,1,0.5,0.22090977632571,0.0,0.3333333333333333,0.025374310111545468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
418,0,0.5,0.37170143252073384,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
419,0,1.0,0.12038200552902739,0.0,0.3333333333333333,0.04713766070721715,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
420,0,1.0,0.36792055349407915,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
421,0,1.0,0.2586076903744659,0.0,0.0,0.015094396337354966,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
422,0,1.0,0.35913546117114853,0.0,0.0,0.015370976317570811,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
423,0,1.0,0.34656948982156316,0.125,0.16666666666666666,0.028106928123558056,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
424,0,1.0,0.22090977632571,0.125,0.16666666666666666,0.039452172548431745,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
425,0,1.0,0.36792055349407915,0.0,0.0,0.014151057562208049,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
426,1,0.5,0.34656948982156316,0.125,0.0,0.050748620223090936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
427,1,0.5,0.2334757476752953,0.0,0.0,0.050748620223090936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
428,0,1.0,0.36792055349407915,0.0,0.0,0.015126992566498259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
429,1,1.0,0.39683337521990447,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
430,1,0.0,0.34656948982156316,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
431,1,1.0,0.36792055349407915,0.125,0.0,0.031425107138144774,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
432,1,0.5,0.5224930887157577,0.125,0.0,0.050748620223090936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
433,0,1.0,0.20834380497612465,0.0,0.0,0.013907073811135496,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
434,0,0.0,0.6230208595124404,0.125,0.0,0.1091095334796455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
436,0,1.0,0.2586076903744659,0.25,0.3333333333333333,0.06709553154495196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
437,1,0.5,0.2963056044232219,0.25,0.5,0.03659756266088288,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
439,0,0.5,0.38426740387031916,0.0,0.0,0.020494635090094415,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
440,1,0.5,0.5601910027645137,0.125,0.16666666666666666,0.05123658772523604,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
441,0,1.0,0.24604171902488062,0.0,0.0,0.018542765081513996,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
442,0,1.0,0.3088715757728072,0.125,0.0,0.015175789316712771,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
443,1,0.5,0.34656948982156316,0.0,0.0,0.025374310111545468,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
444,1,1.0,0.36792055349407915,0.0,0.0,0.015834545444608664,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
446,1,0.5,0.15807991957778336,0.0,0.16666666666666666,0.038061465167318204,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
447,1,0.0,0.4219653179190751,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
449,1,0.0,0.648152802211611,0.0,0.0,0.05953203526170282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,0,0.5,0.4470972606182458,0.125,0.3333333333333333,0.05416439273810667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
451,0,1.0,0.36792055349407915,0.125,0.0,0.03897240290032268,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
452,0,0.0,0.37170143252073384,0.0,0.0,0.05416439273810667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
454,0,1.0,0.36792055349407915,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
455,1,1.0,0.35913546117114853,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
456,0,0.0,0.8115104297562202,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
457,1,0.0,0.36792055349407915,0.125,0.0,0.10122885832000206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,1,0.5,0.6230208595124404,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
459,0,1.0,0.36792055349407915,0.0,0.0,0.015126992566498259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
460,1,0.0,0.5978889168132697,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
461,0,1.0,0.4219653179190751,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
462,0,0.0,0.5853229454636844,0.0,0.0,0.07514699533034619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
463,0,0.5,0.5978889168132697,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
464,0,1.0,0.36792055349407915,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
465,0,1.0,0.4722292033174164,0.0,0.0,0.013760683560491965,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
466,0,0.5,0.36792055349407915,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
467,0,0.0,0.6984166876099522,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
468,0,1.0,0.36792055349407915,0.0,0.0,0.015078195816283748,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
470,0,1.0,0.36792055349407915,0.0,0.0,0.014151057562208049,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
471,0,1.0,0.4722292033174164,0.0,0.0,0.016908073949327893,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
472,1,0.5,0.4093993465694898,0.125,0.3333333333333333,0.05416439273810667,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
474,0,1.0,0.2711736617240512,0.0,0.0,0.019201521209409888,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
475,0,0.0,0.36792055349407915,0.0,0.0,0.10149724044618187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
476,0,0.5,0.4219653179190751,0.125,0.0,0.04098927018018883,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
477,0,1.0,0.35913546117114853,0.125,0.0,0.013752485706455927,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
478,0,1.0,0.2711736617240512,0.0,0.0,0.014679623960531627,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
479,1,1.0,0.01985423473234481,0.0,0.16666666666666666,0.023983602730431916,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
481,0,0.5,0.36792055349407915,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
482,0,1.0,0.6230208595124404,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
483,1,1.0,0.7863784870570495,0.0,0.0,0.018713553707264782,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
485,0,1.0,0.36792055349407915,0.375,0.16666666666666666,0.049707687947515,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
486,1,0.0,0.4345312892686604,0.125,0.0,0.17566830077223786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
488,0,1.0,0.37170143252073384,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
489,1,1.0,0.10781603417944208,0.125,0.16666666666666666,0.031034733136428686,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
490,0,1.0,0.36792055349407915,0.125,0.0,0.03897240290032268,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
491,0,1.0,0.2586076903744659,0.0,0.0,0.014151057562208049,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
492,0,0.0,0.685850716260367,0.0,0.0,0.05953203526170282,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
494,0,1.0,0.2586076903744659,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
495,0,1.0,0.36792055349407915,0.0,0.0,0.028220722145058292,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
497,0,1.0,0.36792055349407915,0.0,0.0,0.029473237129564348,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
499,0,1.0,0.2963056044232219,0.0,0.0,0.015216388212891242,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
500,0,1.0,0.20834380497612465,0.0,0.0,0.016908073949327893,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
501,0,1.0,0.2586076903744659,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
502,0,1.0,0.36792055349407915,0.0,0.0,0.014891206669461744,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
503,0,1.0,0.4596632319678311,0.0,0.0,0.018713553707264782,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
504,1,0.0,0.19577783362653933,0.0,0.0,0.16883675574220638,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
506,1,0.5,0.4093993465694898,0.0,0.3333333333333333,0.050748620223090936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
507,1,0.0,0.36792055349407915,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
508,0,1.0,0.34656948982156316,0.0,0.0,0.04396587194327397,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
509,1,1.0,0.32143754712239253,0.0,0.0,0.11027245763075773,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
510,1,1.0,0.35913546117114853,0.0,0.0,0.015126992566498259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
511,0,1.0,0.36792055349407915,0.0,0.0,0.015712553569072387,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
512,1,0.0,0.4470972606182458,0.0,0.0,0.05130978285055781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
514,0,1.0,0.2963056044232219,0.0,0.0,0.014630827210317117,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
515,0,0.0,0.5853229454636844,0.0,0.0,0.06640417918791278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
517,0,1.0,0.36792055349407915,0.0,0.0,0.04713766070721715,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
518,1,0.5,0.4470972606182458,0.125,0.0,0.050748620223090936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
519,0,1.0,0.39683337521990447,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
520,1,0.0,0.37170143252073384,0.0,0.0,0.18249984580226933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
521,0,1.0,0.2711736617240512,0.0,0.0,0.015411575213749286,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
522,0,1.0,0.36792055349407915,0.0,0.0,0.014102260811993537,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
524,0,1.0,0.36792055349407915,0.0,0.0,0.014110458666029575,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
525,0,1.0,0.5036441316913798,0.0,0.0,0.015126992566498259,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
526,1,0.5,0.6230208595124404,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
528,0,1.0,0.4847951746670017,0.0,0.0,0.015468569817999833,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
529,0,0.5,0.2837396330736366,0.25,0.16666666666666666,0.022446505098674838,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
530,1,0.5,0.01985423473234481,0.125,0.16666666666666666,0.050748620223090936,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
531,0,1.0,0.36792055349407915,0.0,0.0,0.014110458666029575,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
532,0,1.0,0.20834380497612465,0.125,0.16666666666666666,0.014110458666029575,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
534,0,1.0,0.37170143252073384,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
535,1,0.5,0.08268409148027142,0.0,0.3333333333333333,0.05123658772523604,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
